id,status,origin,area,concept_id,daily_id,type,difficulty,question,option1,option2,option3,option4,answer,step1_core,step2_detail,step3_trap,option_reason1,option_reason2,option_reason3,option_reason4,source_refs,memory_hook,legacy_daily_id,active_daily_id,learning_pool,fact_id
QRC2-076,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,계산형,3,순자본비율의 산식으로 맞는 것은?,총자산 ÷ 순자본 × 100,자기자본 ÷ 예탁금 × 100,순자본 ÷ 대출금 × 100,순자본 ÷ 총자산 × 100,4,정답: 순자본 ÷ 총자산 × 100,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련) 기준: 순자본비율은 순자본을 총자산으로 나눈 뒤 100을 곱합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「순자본 ÷ 총자산 × 100」입니다.,오답: 공식자료의 기준은 「순자본 ÷ 총자산 × 100」입니다.,오답: 공식자료의 기준은 「순자본 ÷ 총자산 × 100」입니다.,정답: 순자본비율은 순자본을 총자산으로 나눈 뒤 100을 곱합니다.,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련),순자본 ÷ 총자산 × 100,D41,D03,FOCUS,
QRC2-077,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,기간형,2,주택담보대출 분할상환으로 인정되는 만기 기준은?,3년 이상,2년 이상,1년 이상,5년 이상,1,정답: 3년 이상,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련) 기준: 주택담보대출 분할상환의 만기 요건은 3년 이상입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 주택담보대출 분할상환의 만기 요건은 3년 이상입니다.,오답: 공식자료의 기준은 「3년 이상」입니다.,오답: 공식자료의 기준은 「3년 이상」입니다.,오답: 공식자료의 기준은 「3년 이상」입니다.,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련),3년 이상,D41,D03,FOCUS,
QRC2-078,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,비율형,2,체증식 주택담보대출의 연차별 원금상환액 최소 기준은?,50% 이상,원리금균등 방식의 70% 이상,60% 이상,80% 이상,2,정답: 원리금균등 방식의 70% 이상,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련) 기준: 체증식은 연차별 원금상환액이 원리금균등분할상환 방식의 연차별 원금상환액의 70% 이상이어야 합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「원리금균등 방식의 70% 이상」입니다.,정답: 체증식은 연차별 원금상환액이 원리금균등분할상환 방식의 연차별 원금상환액의 70% 이상이어야 합니다.,오답: 공식자료의 기준은 「원리금균등 방식의 70% 이상」입니다.,오답: 공식자료의 기준은 「원리금균등 방식의 70% 이상」입니다.,새마을금고 감독기준 [별표 8] 경영건전성 비율 산정기준(제20조 관련),원리금균등 방식의 70% 이상,D41,D03,FOCUS,
QRC2-079,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,비율형,3,재무상태표 자산의 기본 위험가중치 체계에 포함되는 조합은?,0·25·50·75·100%,10·30·50·70·90%,0·10·20·50·100%,0·20·40·60·100%,3,정답: 0·10·20·50·100%,"새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치 기준: 자산별 위험가중치는 0%, 10%, 20%, 50%, 100% 구간으로 구분합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「0·10·20·50·100%」입니다.,오답: 공식자료의 기준은 「0·10·20·50·100%」입니다.,"정답: 자산별 위험가중치는 0%, 10%, 20%, 50%, 100% 구간으로 구분합니다.",오답: 공식자료의 기준은 「0·10·20·50·100%」입니다.,새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치,0·10·20·50·100%,D41,D03,FOCUS,
QRC2-080,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,비율형,3,정상·요주의 주거용주택 전액담보대출의 위험가중치는?,20%,100%,50%,70%,3,정답: 50%,새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치 기준: 정상 및 요주의 분류의 주거용주택 전액담보대출은 50% 위험가중치 대상입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「50%」입니다.,오답: 공식자료의 기준은 「50%」입니다.,정답: 정상 및 요주의 분류의 주거용주택 전액담보대출은 50% 위험가중치 대상입니다.,오답: 공식자료의 기준은 「50%」입니다.,새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치,50%,D41,D03,FOCUS,
QRC2-081,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-04,D41,비율형,2,집합투자증권의 기초자산이 불명확한 경우 적용되는 최저 위험가중치는?,50%,20%,100%,10%,2,정답: 20%,새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치 기준: 기초자산이 불명확한 집합투자증권은 정한 방식에 따라 산정하되 최저 위험가중치는 20%입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「20%」입니다.,정답: 기초자산이 불명확한 집합투자증권은 정한 방식에 따라 산정하되 최저 위험가중치는 20%입니다.,오답: 공식자료의 기준은 「20%」입니다.,오답: 공식자료의 기준은 「20%」입니다.,새마을금고 감독기준 [별첨 1] 재무상태표 자산의 위험가중치,20%,D41,D04,FOCUS,
QRC2-082,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,등급형,3,경영실태평가 1등급의 평점범위는?,1.0~1.4,2.5~3.4,3.5~4.4,1.5~2.4,1,정답: 1.0~1.4,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법 기준: 경영실태평가 1등급의 평점범위는 1.0~1.4입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 경영실태평가 1등급의 평점범위는 1.0~1.4입니다.,오답: 공식자료의 기준은 「1.0~1.4」입니다.,오답: 공식자료의 기준은 「1.0~1.4」입니다.,오답: 공식자료의 기준은 「1.0~1.4」입니다.,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법,1.0~1.4,D42,D04,FOCUS,
QRC2-083,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,등급형,3,경영실태평가 2등급의 평점범위는?,1.0~1.4,3.5~4.4,2.5~3.4,1.5~2.4,4,정답: 1.5~2.4,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법 기준: 경영실태평가 2등급의 평점범위는 1.5~2.4입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「1.5~2.4」입니다.,오답: 공식자료의 기준은 「1.5~2.4」입니다.,오답: 공식자료의 기준은 「1.5~2.4」입니다.,정답: 경영실태평가 2등급의 평점범위는 1.5~2.4입니다.,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법,1.5~2.4,D42,D04,FOCUS,
QRC2-084,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,등급형,3,경영실태평가 3등급의 평점범위는?,3.5~4.4,1.5~2.4,2.5~3.4,4.5~5.0,3,정답: 2.5~3.4,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법 기준: 경영실태평가 3등급의 평점범위는 2.5~3.4입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「2.5~3.4」입니다.,오답: 공식자료의 기준은 「2.5~3.4」입니다.,정답: 경영실태평가 3등급의 평점범위는 2.5~3.4입니다.,오답: 공식자료의 기준은 「2.5~3.4」입니다.,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법,2.5~3.4,D42,D04,FOCUS,
QRC2-085,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,등급형,3,경영실태평가 4등급의 평점범위는?,1.5~2.4,3.5~4.4,2.5~3.4,4.5~5.0,2,정답: 3.5~4.4,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법 기준: 경영실태평가 4등급의 평점범위는 3.5~4.4입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「3.5~4.4」입니다.,정답: 경영실태평가 4등급의 평점범위는 3.5~4.4입니다.,오답: 공식자료의 기준은 「3.5~4.4」입니다.,오답: 공식자료의 기준은 「3.5~4.4」입니다.,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법,3.5~4.4,D42,D04,FOCUS,
QRC2-086,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,등급형,3,경영실태평가 5등급의 평점범위는?,4.5~5.0,3.5~4.4,2.5~3.4,3.0~4.0,1,정답: 4.5~5.0,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법 기준: 경영실태평가 5등급의 평점범위는 4.5~5.0입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 경영실태평가 5등급의 평점범위는 4.5~5.0입니다.,오답: 공식자료의 기준은 「4.5~5.0」입니다.,오답: 공식자료의 기준은 「4.5~5.0」입니다.,오답: 공식자료의 기준은 「4.5~5.0」입니다.,새마을금고 감독기준 [별표 4] 경영실태평가 등급산정 방법,4.5~5.0,D42,D04,FOCUS,
QRC2-087,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-02,D39,비율형,2,예·적금 담보의 회수예상가액 기준은 불입액의?,50%,70%,90%,100%,4,정답: 100%,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준 기준: 예·적금 담보의 회수예상가액은 불입액의 100%입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「100%」입니다.,오답: 공식자료의 기준은 「100%」입니다.,오답: 공식자료의 기준은 「100%」입니다.,정답: 예·적금 담보의 회수예상가액은 불입액의 100%입니다.,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준,100%,D39,D03,QUICK,
QRC2-088,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-02,D39,비율형,2,아파트 담보의 회수예상가액 기준은 시가의?,80%,100%,70%,50%,3,정답: 70%,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준 기준: 아파트 담보의 회수예상가액 기준은 시가의 70%입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「70%」입니다.,오답: 공식자료의 기준은 「70%」입니다.,정답: 아파트 담보의 회수예상가액 기준은 시가의 70%입니다.,오답: 공식자료의 기준은 「70%」입니다.,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준,70%,D39,D03,QUICK,
QRC2-089,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-02,D39,비율형,2,대용가격은 없고 시가가 있는 비상장주식의 평가기준은 시가의?,100%,50%,30%,70%,2,정답: 50%,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준 기준: 대용가격은 없고 시가가 있는 비상장주식은 시가의 50%를 적용합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「50%」입니다.,정답: 대용가격은 없고 시가가 있는 비상장주식은 시가의 50%를 적용합니다.,오답: 공식자료의 기준은 「50%」입니다.,오답: 공식자료의 기준은 「50%」입니다.,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준,50%,D39,D03,FOCUS,
QRC2-090,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-02,D39,비율형,2,금융기관 보증부·담보부 비상장채권의 적용비율은 할인가액의?,100%,70%,50%,90%,4,정답: 90%,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준 기준: 금융기관 보증부·담보부 비상장채권은 3년 만기 회사채수익률 할인가액의 90%를 적용합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「90%」입니다.,오답: 공식자료의 기준은 「90%」입니다.,오답: 공식자료의 기준은 「90%」입니다.,정답: 금융기관 보증부·담보부 비상장채권은 3년 만기 회사채수익률 할인가액의 90%를 적용합니다.,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준,90%,D39,D03,FOCUS,
QRC2-091,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-02,D39,비율형,2,기타 비상장채권의 적용비율은 할인가액의?,70%,50%,100%,90%,1,정답: 70%,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준 기준: 기타 비상장채권은 3년 만기 회사채수익률 할인가액의 70%를 적용합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 기타 비상장채권은 3년 만기 회사채수익률 할인가액의 70%를 적용합니다.,오답: 공식자료의 기준은 「70%」입니다.,오답: 공식자료의 기준은 「70%」입니다.,오답: 공식자료의 기준은 「70%」입니다.,새마을금고 감독기준 [별표 6] 담보종류별 회수예상가액 산정기준,70%,D39,D03,FOCUS,
QRC2-092,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,금액형,2,구속행위 관련 과태료 기준금액 중 금고의 기준은?,1백만원,2천만원,1천만원,3천만원,2,정답: 2천만원,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 금고에 대한 과태료 기준금액은 2천만원입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「2천만원」입니다.,정답: 금고에 대한 과태료 기준금액은 2천만원입니다.,오답: 공식자료의 기준은 「2천만원」입니다.,오답: 공식자료의 기준은 「2천만원」입니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),2천만원,D32,D04,QUICK,
QRC2-093,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,금액형,2,구속행위 관련 과태료 기준금액 중 임직원의 기준은?,50만원,1천만원,1백만원,5백만원,3,정답: 1백만원,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 임직원에 대한 과태료 기준금액은 1백만원입니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「1백만원」입니다.,오답: 공식자료의 기준은 「1백만원」입니다.,정답: 임직원에 대한 과태료 기준금액은 1백만원입니다.,오답: 공식자료의 기준은 「1백만원」입니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),1백만원,D32,D04,QUICK,
QRC2-094,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,비율형,2,구속비율 10% 이상일 때 기준금액 적용비율은?,고의 10%·과실 5%,고의 25%·과실 12.5%,고의 50%·과실 25%,고의 100%·과실 50%,4,정답: 고의 100%·과실 50%,"새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 구속비율 10% 이상이면 고의 100%, 과실 50%의 기준금액을 적용합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「고의 100%·과실 50%」입니다.,오답: 공식자료의 기준은 「고의 100%·과실 50%」입니다.,오답: 공식자료의 기준은 「고의 100%·과실 50%」입니다.,"정답: 구속비율 10% 이상이면 고의 100%, 과실 50%의 기준금액을 적용합니다.",새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),고의 100%·과실 50%,D32,D04,FOCUS,
QRC2-095,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,비율형,2,구속비율 5% 이상 10% 미만일 때 적용비율은?,고의 50%·과실 25%,고의 25%·과실 12.5%,고의 10%·과실 5%,고의 100%·과실 50%,1,정답: 고의 50%·과실 25%,"새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 구속비율 5% 이상 10% 미만이면 고의 50%, 과실 25%를 적용합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,"정답: 구속비율 5% 이상 10% 미만이면 고의 50%, 과실 25%를 적용합니다.",오답: 공식자료의 기준은 「고의 50%·과실 25%」입니다.,오답: 공식자료의 기준은 「고의 50%·과실 25%」입니다.,오답: 공식자료의 기준은 「고의 50%·과실 25%」입니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),고의 50%·과실 25%,D32,D04,FOCUS,
QRC2-096,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,비율형,2,구속비율 2% 이상 5% 미만일 때 적용비율은?,고의 10%·과실 5%,고의 25%·과실 12.5%,고의 50%·과실 25%,고의 100%·과실 50%,2,정답: 고의 25%·과실 12.5%,"새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 구속비율 2% 이상 5% 미만이면 고의 25%, 과실 12.5%를 적용합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「고의 25%·과실 12.5%」입니다.,"정답: 구속비율 2% 이상 5% 미만이면 고의 25%, 과실 12.5%를 적용합니다.",오답: 공식자료의 기준은 「고의 25%·과실 12.5%」입니다.,오답: 공식자료의 기준은 「고의 25%·과실 12.5%」입니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),고의 25%·과실 12.5%,D32,D04,FOCUS,
QRC2-097,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-02,D32,비율형,2,구속비율 2% 미만일 때 적용비율은?,고의 25%·과실 12.5%,고의 50%·과실 25%,고의 10%·과실 5%,고의 100%·과실 50%,3,정답: 고의 10%·과실 5%,"새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련) 기준: 구속비율 2% 미만이면 고의 10%, 과실 5%를 적용합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「고의 10%·과실 5%」입니다.,오답: 공식자료의 기준은 「고의 10%·과실 5%」입니다.,"정답: 구속비율 2% 미만이면 고의 10%, 과실 5%를 적용합니다.",오답: 공식자료의 기준은 「고의 10%·과실 5%」입니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),고의 10%·과실 5%,D32,D04,FOCUS,
QRC2-098,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,기간형,3,프리워크아웃 채권을 정상으로 상향할 수 있는 정상상환 기간은?,1년 이상,2년 이상,3개월 이상,6개월 이상,4,정답: 6개월 이상,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 프리워크아웃 채권은 6개월 이상 정상상환한 경우 정상으로 분류변경할 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「6개월 이상」입니다.,오답: 공식자료의 기준은 「6개월 이상」입니다.,오답: 공식자료의 기준은 「6개월 이상」입니다.,정답: 프리워크아웃 채권은 6개월 이상 정상상환한 경우 정상으로 분류변경할 수 있습니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,6개월 이상,D46,D04,QUICK,
QRC2-099,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,기간형,3,자체 채무조정 채권을 요주의에서 정상으로 상향할 수 있는 상환기간은?,1년,6개월,2년,4년,1,정답: 1년,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 자체 채무조정 채권은 1년간 변제계획대로 상환하면 정상으로 분류변경할 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 자체 채무조정 채권은 1년간 변제계획대로 상환하면 정상으로 분류변경할 수 있습니다.,오답: 공식자료의 기준은 「1년」입니다.,오답: 공식자료의 기준은 「1년」입니다.,오답: 공식자료의 기준은 「1년」입니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,1년,D46,D04,FOCUS,
QRC2-100,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,기간형,3,고정 이하 채무조정 채권을 고정으로 상향하는 기준은?,1/2 이상 또는 2년 이상,상환기간 1/4 이상 또는 2년 이상,1/3 이상 또는 1년 이상,1/3 이상 또는 4년 이상,2,정답: 상환기간 1/4 이상 또는 2년 이상,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 전체 상환기간의 1/4 이상 또는 2년 이상 상환하면 고정으로 분류변경할 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「상환기간 1/4 이상 또는 2년 이상」입니다.,정답: 전체 상환기간의 1/4 이상 또는 2년 이상 상환하면 고정으로 분류변경할 수 있습니다.,오답: 공식자료의 기준은 「상환기간 1/4 이상 또는 2년 이상」입니다.,오답: 공식자료의 기준은 「상환기간 1/4 이상 또는 2년 이상」입니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,상환기간 1/4 이상 또는 2년 이상,D46,D04,FOCUS,
QRC2-101,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,기간형,3,고정 이하 채무조정 채권을 요주의로 상향하는 기준은?,1/2 이상 또는 5년 이상,1/4 이상 또는 2년 이상,상환기간 1/3 이상 또는 4년 이상,1/2 이상 또는 2년 이상,3,정답: 상환기간 1/3 이상 또는 4년 이상,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 전체 상환기간의 1/3 이상 또는 4년 이상 상환하면 요주의로 분류변경할 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「상환기간 1/3 이상 또는 4년 이상」입니다.,오답: 공식자료의 기준은 「상환기간 1/3 이상 또는 4년 이상」입니다.,정답: 전체 상환기간의 1/3 이상 또는 4년 이상 상환하면 요주의로 분류변경할 수 있습니다.,오답: 공식자료의 기준은 「상환기간 1/3 이상 또는 4년 이상」입니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,상환기간 1/3 이상 또는 4년 이상,D46,D04,FOCUS,
QRC2-102,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,기간형,3,요주의로 상향된 채무조정 채권을 정상으로 올리기 위한 추가 상환기간은?,6개월 이상,3년 이상,2년 이상,1년 이상,4,정답: 1년 이상,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 요주의로 분류변경한 후 1년 이상 상환하면 정상으로 분류변경할 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「1년 이상」입니다.,오답: 공식자료의 기준은 「1년 이상」입니다.,오답: 공식자료의 기준은 「1년 이상」입니다.,정답: 요주의로 분류변경한 후 1년 이상 상환하면 정상으로 분류변경할 수 있습니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,1년 이상,D46,D04,FOCUS,
QRC2-103,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-07,D46,비율형,2,재연체 시 기존 연체기간을 가산하지 않을 수 있는 정상상환 기준은?,총상환기간의 1/2 이상,1/4 이상,1/3 이상,2/3 이상,1,정답: 총상환기간의 1/2 이상,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준 기준: 정상 분류 후 총상환기간의 1/2 이상 정상상환한 경우에는 기존 연체기간을 가산하지 않을 수 있습니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,정답: 정상 분류 후 총상환기간의 1/2 이상 정상상환한 경우에는 기존 연체기간을 가산하지 않을 수 있습니다.,오답: 공식자료의 기준은 「총상환기간의 1/2 이상」입니다.,오답: 공식자료의 기준은 「총상환기간의 1/2 이상」입니다.,오답: 공식자료의 기준은 「총상환기간의 1/2 이상」입니다.,새마을금고 감독기준 시행세칙 [별표 9] 채무조정 채권의 자산건전성 분류 조정 기준,총상환기간의 1/2 이상,D46,D04,QUICK,
QRC2-104,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-05,D51,기준형,2,유가증권 손절매 기준은 무엇의 하락비율을 기준으로 심의하는가?,액면금액 대비 배당금,취득금액 대비 평가금액,예탁금 대비 출자금,자기자본 대비 대출금,2,정답: 취득금액 대비 평가금액,새마을금고 감독기준 시행세칙 [별지 11] 유가증권 손절매 기준 (변경)심의 의결서 기준: 손절매 기준은 평가금액이 취득금액 대비 하락한 비율을 기준으로 심의합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「취득금액 대비 평가금액」입니다.,정답: 손절매 기준은 평가금액이 취득금액 대비 하락한 비율을 기준으로 심의합니다.,오답: 공식자료의 기준은 「취득금액 대비 평가금액」입니다.,오답: 공식자료의 기준은 「취득금액 대비 평가금액」입니다.,새마을금고 감독기준 시행세칙 [별지 11] 유가증권 손절매 기준 (변경)심의 의결서,취득금액 대비 평가금액,D51,D02,FOCUS,
QRC2-105,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-05,D51,주기형,2,손절매 매도유보 후 재검토 주기는?,매 1개월,매 3개월,매 6개월,매 12개월,3,정답: 매 6개월,새마을금고 감독기준 시행세칙 [별지 12] 손절매 대상 유가증권 매도유보 심의 의결서 기준: 손절매 매도유보 결의 후 매 6개월마다 손절매 여부를 재검토합니다.,문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「매 6개월」입니다.,오답: 공식자료의 기준은 「매 6개월」입니다.,정답: 손절매 매도유보 결의 후 매 6개월마다 손절매 여부를 재검토합니다.,오답: 공식자료의 기준은 「매 6개월」입니다.,새마을금고 감독기준 시행세칙 [별지 12] 손절매 대상 유가증권 매도유보 심의 의결서,매 6개월,D51,D02,QUICK,
